,LEMMA,freq,POSTAG
4069935,Easton,5,SP
4069938,dave,5,V
4069939,cisti,5,S
4069940,Chords,5,SP
4069941,cesio,5,S
4069944,Camuno,5,SP
4069946,Bronco,5,SP
4069971,Brann,5,SP
4069973,Braida,5,SP
4069980,Bozen,5,SP
4069986,boffo,5,S
4069992,Blank,5,S
4069993,Blank,5,SP
4069995,Bellis,5,SP
4069996,Barger,5,
4069997,Arendt,5,SP
4070003,andrew,5,
4070004,align,5,S
4070013,AIFA,5,A
4070014,Agila,5,SP
4070025,words,5,SA
4070026,words,5,S
4070033,words,5,SW
4070044,Whitey,5,SP
4070050,Wedge,5,
4070051,vlog,5,S
4070057,Vectra,5,SP
4070067,Uriah,5,
4070068,Tylo,5,SP
4070184,trotto,5,S
4070190,Toda,5,SP
4070191,Taurus,5,SP
4070197,Taça,5,
4070198,stoma,5,S
4070202,Soweto,5,SP
4070203,Soavi,5,
4070204,Sketch,5,
4070205,Simons,5,V
4070206,Simons,5,SP
4070210,sig.ra,5,S
4070214,sig.ra,5,A
4070226,Shoot,5,E
4070227,Shoot,5,SP
4070231,Shaman,5,SP
4070234,Sergi,5,SP
4070240,SERATA,5,
4070241,Seiano,5,SP
4070242,Seiano,5,V
4070243,Seiano,5,S
4070249,Saetta,5,SP
4070255,sachs,5,S
4070261,Rosita,5,SP
4070262,rienzo,5,S
4070271,regum,5,
4070272,poc',5,PD
4070273,poc',5,S
4070278,poc',5,B
4070279,poc',5,FB
4070280,poc',5,EA
4070289,poc',5,X
4070290,poc',5,N
4070316,plaza,5,SW
4070317,Piotta,5,SP
4070319,piero,5,
4070320,Phobos,5,
4070321,Pell,5,SP
4070325,parser,5,S
4070345,Papen,5,
4070346,Paludi,5,SP
4070349,osce,5,S
4070355,ninfea,5,S
4070375,Nevruz,5,
4070376,Nasi,5,
4070377,Mena,5,
4070378,Mascia,5,SP
4070381,Marsa,5,SP
4070383,Marmo,5,SP
4070385,Lumet,5,
4070386,Laus,5,S
4070387,Kola,5,SP
4070392,Kazuki,5,SP
4070396,Jenner,5,SP
4070408,IRPEF,5,S
4070409,IRPEF,5,SP
4070410,IRPEF,5,B
4070411,IRPEF,5,A
4070426,ipsum,5,SW
4070428,Inti,5,V
4070429,Hindi,5,SP
4070436,Hindi,5,B
4070447,Heian,5,
4070448,gorgo,5,S
4070470,Forca,5,SP
4070474,fisher,5,S
4070480,Fangus,5,
4070481,empoli,5,
4070482,edit,5,S
4070483,edit,5,SW
4070509,Durst,5,
4070510,Dov',5,SP
4070511,Doriot,5,
4070512,Doohan,5,
4070513,Dongo,5,SP
4070514,docs,5,S
4070520,curry,5,S
4070526,Colore,5,SP
4070532,Cleo,5,SP
4070536,Cities,5,SP
4070541,Cities,5,S
4070542,Chunin,5,
4070543,Catti,5,SP
4070544,Catti,5,S
4070545,Catari,5,SP
4070547,Carré,5,
4070548,Called,5,
4070549,Bund,5,SP
4070553,Boulez,5,
4070554,Betica,5,
4070555,Beneš,5,
4070556,Arbor,5,
4070557,Anwar,5,SP
4070572,Amati,5,SP
4070580,Albe,5,SP
4070581,Zegna,5,SP
4070584,Yumi,5,
4070585,Yukio,5,
4070586,Wirth,5,SP
4070587,Wirth,5,S
4070591,Vivien,5,SP
4070595,Used,5,SP
4070597,Tricky,5,
4070598,tota,5,A
4070599,Tolle,5,SP
4070602,Thayer,5,
4070603,Sudest,5,SP
4070604,Stormy,5,SP
4070607,STAMPA,5,SP
4070608,SNES,5,
4070609,skater,5,S
4070619,Siuan,5,
4070620,Shiraz,5,SP
4070629,Shikai,5,
4070630,Shanxi,5,
4070631,serico,5,
4070632,Scapa,5,SP
4070635,Satiro,5,
4070636,sans.,5,
4070637,Sacile,5,SP
4070642,Rena,5,
4070643,Razzi,5,SP
4070719,rai.it,5,S
4070725,Radius,5,SP
4070726,Quenya,5,
4070727,primum,5,SW
4070730,Porci,5,SP
4070737,pinta,5,S
4070764,Pierro,5,SP
4070776,Pavesi,5,SP
4070781,patrem,5,
4070782,Passi,5,SP
4070784,palin,5,S
4070790,pain,5,S
4070800,Padres,5,
4070801,Nebbie,5,
4070802,Nazi,5,SP
4070809,Mowgli,5,
4070810,moscio,5,A
4070828,Merope,5,SP
4070846,mcafee,5,S
4070852,Matiz,5,SP
4070887,Marder,5,SP
4070943,Malan,5,SP
4070948,magnus,5,S
4070949,Lune,5,
4070950,Lise,5,
4070951,kurdi,5,S
4070962,kurdi,5,A
4070969,Killed,5,SP
4070971,Jumbo,5,SP
4070982,Jessi,5,SP
4071076,iprite,5,S
4071079,Ilse,5,
4071080,homini,5,S
4071085,Graeme,5,SP
4071087,glaxo,5,S
4071095,Giraud,5,SP
4071096,Ginew,5,
4071097,Gareis,5,SP
4071222,Fuente,5,SP
4071225,Fosca,5,
4071226,fasto,5,S
4071229,Evora,5,SP
4071294,ending,5,S
4071305,ending,5,SW
4071310,Elide,5,SP
4071311,digg,5,S
4071318,Cygni,5,
4071319,crespo,5,A
4071321,crespo,5,S
4071362,Crack,5,
4071363,Coyote,5,
4071364,Corpse,5,
4071365,cnet,5,S
4071372,cimasa,5,S
4071373,ciano,5,S
4071384,Bellum,5,SP
4071386,Armor,5,SP
4071389,Adagio,5,
4071390,yoruba,5,
4071391,Writer,5,SP
4071394,worry,5,S
4071407,worry,5,SW
4071408,wine,5,S
4071424,wine,5,A
4071427,Willi,5,
4071428,Widow,5,SP
4071435,wiccan,5,
4071436,walser,5,
4071437,vadis,5,S
4071438,vadis,5,V
4071455,Vade,5,V
4071460,Uovo,5,
4071461,turpe,5,A
4071475,Tobin,5,
4071476,Tarawa,5,SP
4071521,TANTO,5,
4071522,svevi,5,
4071523,stuoia,5,S
4071531,Sorse,5,SP
4071533,Sorel,5,SP
4071534,Sisko,5,
4071535,sfitto,5,A
4071566,sativo,5,A
4071568,Rudd,5,SP
4071570,royal,5,
4071571,rogna,5,S
4071602,Righi,5,SP
4071616,ridley,5,S
4071622,Remus,5,SP
4071628,Regum,5,SP
4071629,Ravi,5,SP
4071634,PSIUP,5,
4071635,Prat,5,SP
4071639,pound,5,S
4071641,pound,5,SA
4071649,Pisone,5,SP
4071654,pippo,5,S
4071665,pippo,5,B
4071669,pippo,5,A
4071675,pippo,5,V
4071679,Orazi,5,SP
4071683,Orazi,5,S
4071687,Orario,5,SP
4071706,Niven,5,SP
4071707,Mummia,5,
4071708,Mormon,5,
4071709,Mobutu,5,SP
4071713,Mobutu,5,PE
4071716,Misha,5,SP
4071745,Meur,5,SP
4071751,Maxx,5,SP
4071753,masai,5,S
4071754,Luck,5,SP
4071757,Libere,5,
4071758,Laio,5,SP
4071759,kindle,5,S
4071765,Kaori,5,
4071766,jordis,5,S
4071772,Joku,5,
4071773,Jimmie,5,
4071774,Iesum,5,
4071775,Idle,5,SP
4071776,half,5,S
4071781,half,5,SW
4071783,Hagar,5,SP
4071784,Hacker,5,S
4071785,Hacker,5,SP
4071797,Gulp,5,SP
4071798,gaggi,5,S
4071804,Fronda,5,
4071805,freak,5,S
4071809,Fila,5,SP
4071810,Fidia,5,SP
4071815,fecale,5,A
4071821,fauno,5,S
4071831,Dorn,5,SP
4071840,degree,5,A
4071841,degree,5,S
4071843,Deccan,5,
4071844,cuccia,5,S
4071854,Creso,5,SP
4071857,Coin,5,SP
4071879,Cohn,5,
4071880,claude,5,
4071881,Chiodo,5,
4071882,chief,5,S
4071889,chief,5,SW
4071891,chief,5,SP
4071893,Burri,5,SP
4071895,Bulger,5,
4071896,bora,5,S
4071920,biscia,5,S
4071926,Bimota,5,
4071927,Biffi,5,I
4071928,Biffi,5,SP
4071930,Banque,5,SP
4071931,Banque,5,S
4071937,Ayers,5,SP
4071938,ataman,5,S
4071944,assone,5,S
4071964,ASROC,5,S
4071965,ASROC,5,SP
4072016,Armati,5,SP
4072017,aquam,5,
4072018,Alexa,5,SP
4072020,AEGIS,5,SP
4072074,Adonis,5,SP
4072076,Achab,5,SP
4072078,zuavo,5,A
4072080,zuavo,5,S
4072083,Zeri,5,SP
4072084,yale,5,
4072085,Xaus,5,
4072086,vulva,5,S
4072094,Vosgi,5,
4072095,ucciso,5,S
4072096,ucciso,5,A
4072223,Truffi,5,
4072224,Truck,5,SP
4072234,Truck,5,SW
4072235,tordo,5,S
4072243,thai,5,
4072244,TEMPI,5,
4072245,telone,5,S
4072268,Takes,5,SP
4072271,Spacey,5,SP
4072272,sorbo,5,S
4072282,Sissy,5,SP
4072287,sedime,5,S
4072293,Sarca,5,SP
4072305,Roller,5,SP
4072307,Röhm,5,
4072308,ridet,5,S
4072314,Rebbe,5,
4072315,ravasi,5,S
4072321,quirky,5,S
4072327,Prague,5,SP
4072328,Plasma,5,SP
4072334,Piatti,5,SP
4072337,pene,5,S
4072419,PCd',5,S
4072421,Paine,5,SP
4072423,Orelli,5,
4072424,Ones,5,SP
4072425,Nuclei,5,SP
4072426,nikab,5,S
4072432,mirror,5,S
4072441,Milner,5,SP
4072447,metopa,5,S
4072449,Menfi,5,SP
4072456,Medias,5,SP
4072462,maxxi,5,S
4072470,Manera,5,SP
4072471,Mako,5,
4072472,macaco,5,S
4072477,Luise,5,
4072478,Loud,5,
4072479,LeNord,5,
4072480,length,5,S
4072482,length,5,SW
4072485,length,5,SA
4072508,length,5,I
4072517,Lemma,5,SP
4072540,later,5,S
4072562,Lasse,5,SP
4072564,Lacy,5,SP
4072565,kurtz,5,S
4072571,kung,5,S
4072575,Koenig,5,SP
4072583,Kazuma,5,SP
4072587,Jérôme,5,SP
4072588,Innov',5,SP
4072596,ilona,5,S
4072602,Hathor,5,SP
4072603,Hariri,5,SP
4072626,habens,5,S
4072631,Guess,5,SP
4072634,guard,5,S
4072649,gruber,5,S
4072774,GREY,5,
4072775,greve,5,A
4072788,Grad,5,SP
4072793,Gounod,5,
4072794,Gimli,5,
4072795,Gillo,5,SP
4072806,Gatsby,5,
4072807,frac,5,S
4072808,Flex,5,SP
4072814,finzi,5,S
4072821,Fausta,5,SP
4072822,Farman,5,SP
4072836,Elogio,5,SP
4072838,Eccolo,5,SP
4072840,drupa,5,S
4072850,Dono,5,SP
4072851,dlung,5,S
4072979,Debord,5,SP
4072985,dandy,5,SW
4072994,dandy,5,S
4072995,consul,5,V
4072996,consul,5,S
4072997,consul,5,EA
4072998,consul,5,A
4072999,combat,5,S
4073006,combat,5,SW
4073019,Cocchi,5,
4073020,clipeo,5,
4073021,Carlin,5,
4073022,cardia,5,S
4073028,Came,5,SP
4073029,bodei,5,S
4073035,bing,5,
4073036,Barrie,5,
4073037,balera,5,S
4073065,Bahn,5,SP
4073067,Baci,5,
4073068,Assur,5,
4073069,Ass.,5,SA
4073073,Asha,5,SP
4073074,ASEAN,5,SP
4073094,arturo,5,
4073095,Ararat,5,
4073096,Ammon,5,
4073097,afelio,5,S
4073105,Ackles,5,S
4073110,Ackles,5,SP
4073201,Zuck,5,SP
4073207,Yuma,5,SP
4073209,yochai,5,S
4073215,WTCC,5,S
4073218,WTCC,5,N
4073219,WTCC,5,SP
4073221,WTCC,5,PC
4073226,Viggen,5,SP
4073231,Viggen,5,SA
4073300,viacom,5,S
4073306,Vasily,5,SP
4073307,Tonno,5,SP
4073309,Tirol,5,
4073310,Strona,5,
4073311,Stitch,5,SP
4073315,Soil,5,SP
4073319,sodico,5,A
4073326,Searls,5,SP
4073332,Schell,5,SP
4073376,sazio,5,A
4073394,salza,5,S
4073400,Safina,5,SP
4073407,Sabra,5,SP
4073427,Rowell,5,SP
4073533,rist,5,S
4073539,Regex,5,SP
4073546,Reame,5,SP
4073547,punici,5,S
4073549,punici,5,A
4073555,Primal,5,SP
4073556,poule,5,
4073557,Poppi,5,
4073558,Platt,5,SP
4073565,Pinter,5,SP
4073567,Peleo,5,SP
4073569,patrum,5,
4073570,Paggi,5,SP
4073581,orkut,5,S
4073587,Occam,5,SP
4073603,Nilla,5,SP
4073605,multis,5,
4073606,Moff,5,
4073607,Miyagi,5,
4073608,michel,5,
4073609,Martel,5,SP
4073624,mamodo,5,
4073625,Maffeo,5,SP
4073626,Loaf,5,SP
4073627,LINX,5,SP
4073633,Lendl,5,
4073634,Lauryn,5,
4073635,Ladd,5,SP
4073636,Krauss,5,SP
4073642,Joest,5,
4073643,Ives,5,SP
4073644,isimm,5,S
4073650,Ionie,5,
4073651,immi,5,S
4073658,imeem,5,S
4073664,Ilda,5,SP
4073671,Ilda,5,S
4073682,Ikkoku,5,SP
4073683,ialino,5,A
4073685,Hound,5,SP
4073702,H-Farm,5,N
4073708,Hazel,5,SP
4073709,Gulfi,5,
4073710,Graaf,5,
4073711,gotor,5,S
4073717,galuba,5,S
4073844,flows,5,S
4073855,flows,5,SW
4073857,Finney,5,
4073858,ebiz,5,S
4073864,Delon,5,SP
4073871,dedi,5,
4073872,Coupe,5,SP
4073888,count,5,S
4073895,count,5,SW
4073920,conner,5,S
4073926,Cles,5,SP
4073927,ciwati,5,S
4073933,Cadde,5,
4073934,brin,5,S
4073940,Bordon,5,SP
4073955,Boole,5,SP
4073964,Benzi,5,SP
4073967,Becca,5,SP
4073983,Bahram,5,SP
4073984,arcone,5,
4073985,Amara,5,SP
4073991,Alceo,5,SP
4074020,Aisne,5,
4074021,zenti,5,S
4074027,xcitta,5,S
4074033,wommi,5,S
4074039,wolff,5,S
4074045,Winsor,5,SP
4074137,wfsj,5,S
4074143,vuvox,5,S
4074149,voll.,5,SA
4074151,veyne,5,S
4074157,Versus,5,SP
4074159,Versus,5,VM
4074163,unctad,5,S
4074169,Taub,5,SP
4074173,Tati,5,
4074174,tape,5,S
4074178,stinco,5,S
4074203,SRAM,5,SP
4074238,Solace,5,SP
4074239,siagri,5,A
4074245,seemed,5,SW
4074246,seemed,5,S
4074259,seemed,5,CC
4074260,scribd,5,S
4074266,Savo,5,SP
4074271,romer,5,S
4074277,Ricca,5,SP
4074279,Rhett,5,
4074280,régis,5,S
4074286,Recoba,5,SP
4074363,pusher,5,S
4074377,prison,5,S
4074379,prison,5,SW
4074388,Priora,5,SP
4074390,price,5,
4074391,Pintor,5,SP
4074396,pileri,5,S
4074402,pica,5,S
4074406,philip,5,
4074407,patel,5,S
4074413,ostrom,5,S
4074419,Octave,5,
4074420,Obote,5,SP
4074430,Niso,5,
4074431,Nihil,5,
4074432,nieman,5,S
4074438,nexa,5,S
4074444,nassim,5,S
4074450,naìm,5,S
4074456,Mutant,5,
4074457,MPEG,5,SP
4074480,Moves,5,
4074481,mosés,5,S
4074487,moblin,5,S
4074493,mems,5,S
4074499,matta,5,S
4074522,Maja,5,SP
4074523,maggie,5,
4074524,maffè,5,S
4074530,Lowder,5,SP
4074651,loriz,5,S
4074657,liber,5,S
4074664,liber,5,B
4074665,lessig,5,S
4074671,Lesley,5,SP
4074673,lehrer,5,S
4074679,Lajos,5,
4074680,kroes,5,S
4074686,Kline,5,SP
4074689,Kivu,5,SP
4074694,Joseon,5,
4074695,jigme,5,S
4074701,jagran,5,S
4074707,indi,5,B
4074727,ImLog,5,N
4074733,ichino,5,S
4074739,icbc,5,S
4074745,ibis,5,S
4074755,heroes,5,S
4074762,hegel,5,S
4074768,GPRS,5,S
4074772,GPRS,5,SP
4074773,gordon,5,
4074774,giov,5,
4074775,Giosia,5,
4074776,genna,5,
4074777,Forleo,5,SP
4074811,Forleo,5,S
4074814,Fibre,5,B
4074815,faves,5,S
4074821,Farah,5,SP
4074822,fara,5,
4074823,Eroica,5,SP
4074824,eMule,5,SP
4074842,Efrem,5,
4074843,ecosia,5,S
4074849,dyson,5,S
4074855,Ducky,5,SP
4074896,dorsey,5,S
4074902,door,5,S
4074917,dig-it,5,S
4074923,dices,5,
4074924,dele,5,A
4074925,dele,5,S
4074943,debray,5,S
4074949,dainik,5,S
4074955,daimyō,5,
4074956,dadini,5,S
4074967,Curzi,5,SP
4074969,condy,5,S
4074975,colao,5,S
4074981,Ciompi,5,
4074982,ceredi,5,S
4074988,censis,5,
4074989,BUONA,5,
4074990,Bunkr,5,SP
4074996,budino,5,S
4075007,brando,5,S
4075105,boxuk,5,S
4075111,Bonini,5,SP
4075118,bogni,5,S
4075124,blippr,5,S
4075130,blerp,5,S
4075136,bit.ly,5,S
4075142,Birgit,5,SP
4075187,bird,5,SW
4075188,bird,5,S
4075189,bezos,5,S
4075195,BELLO,5,
4075196,Beats,5,
4075197,Bando,5,SP
4075199,Baltar,5,
4075200,axess,5,S
4075206,auro,5,S
4075207,asati,5,S
4075213,ARIA,5,
4075214,arango,5,S
4075220,Anduin,5,
4075221,Amélie,5,
4075222,Accra,5,I
4075223,Accra,5,SP
4075226,Zinta,5,
4075227,Zante,5,
4075228,Zanni,5,SP
4075235,write,5,SW
4075236,write,5,S
4075241,write,5,A
4075252,write,5,V
4075253,write,5,B
4075269,Vogt,5,SP
4075275,Veloso,5,SP
4075279,Vella,5,
4075280,Vauban,5,SP
4075281,TOUR,5,
4075282,Toros,5,
4075283,Tonks,5,SP
4075310,Tonks,5,I
4075331,tolto,5,A
4075353,SUMMER,5,
4075354,somaro,5,S
4075359,somaro,5,A
4075373,solid,5,S
4075374,solid,5,E
4075377,slick,5,S
4075383,siam,5,A
4075384,siam,5,VA
4075388,siam,5,N
4075390,siam,5,S
4075396,siam,5,V
4075402,Shut,5,SP
4075404,Shut,5,S
4075405,Shrike,5,SP
4075458,Severn,5,
4075459,Sedile,5,SP
4075460,Sauli,5,SP
4075461,Sanger,5,SP
4075468,Sabu,5,
4075469,Ravens,5,SP
4075472,rack,5,S
4075473,punt,5,S
4075476,Povero,5,SP
4075492,Pazza,5,SP
4075493,pay-tv,5,S
4075495,pavido,5,S
4075498,pavido,5,A
4075506,patois,5,
4075507,Ocrida,5,
4075508,motiv,5,S
4075519,Mihai,5,SP
4075538,Mies,5,
4075539,Midori,5,SP
4075544,Massi,5,
4075545,Marlin,5,SP
4075550,Layton,5,
4075551,lauro,5,S
4075579,Kars,5,
4075580,Kabir,5,SP
4075583,Ingram,5,SP
4075591,IFFHS,5,S
4075592,Ideal,5,SP
4075595,Hitch,5,
4075596,hill,5,
4075597,Heep,5,
4075598,Griffi,5,
4075599,gogh,5,
4075600,GLBT,5,S
4075601,GLBT,5,N
4075605,Giuoco,5,DI
4075607,Giuoco,5,SP
4075609,Fuerza,5,SP
4075614,Fuerza,5,S
4075626,Fuerza,5,NO
4075650,frodo,5,S
4075658,Fresu,5,SP
4075659,Fitto,5,SP
4075667,Fedra,5,SP
4075671,fake,5,S
4075689,erma,5,S
4075695,Elea,5,SP
4075697,ebete,5,A
4075699,ebete,5,S
4075719,EADS,5,SP
4075749,Derbi,5,
4075750,Denti,5,SP
4075752,Correa,5,SP
4075755,CITES,5,S
4075756,Cheung,5,SP
4075776,camei,5,S
4075778,camei,5,V
4075779,Caldei,5,SP
4075780,Bufalo,5,
4075781,Buell,5,SP
4075782,Brozzi,5,SP
4075785,Breath,5,SP
4075791,Bocchi,5,SP
4075794,Bendis,5,
4075795,aurum,5,
4075796,Asahi,5,SP
4075801,Aerei,5,SP
4075836,Zauri,5,SP
4075926,Winona,5,SP
4075931,Volano,5,SP
4075939,Verlag,5,
4075940,UNITA,5,SP
4075949,Tromsø,5,SP
4075951,Tomoyo,5,
4075952,taiga,5,S
4075954,Susie,5,SP
4075959,Sufi,5,SP
4075960,Smiley,5,SP
4075962,Sichem,5,
4075963,Scelli,5,SP
4075968,Scalea,5,
4075969,Sbarco,5,SP
4075970,rogito,5,S
4075982,Reef,5,SP
4075983,Ravera,5,SP
4075990,raster,5,S
4075992,radica,5,S
4076026,pop.,5,SA
4076027,pomice,5,S
4076037,PAURA,5,
4076038,pascià,5,S
4076043,Oulx,5,SP
4076053,osca,5,
4076054,Nimega,5,SP
4076055,Mood,5,SP
4076063,Moloch,5,S
4076065,Moloch,5,SP
4076066,mensis,5,
4076067,MENO,5,S
4076068,Mehmed,5,
4076069,Maury,5,SP
4076077,Magri,5,SP
4076083,Lunedi,5,SP
4076086,Lunedi,5,PC
4076092,Lethal,5,
4076093,Lepini,5,SP
4076096,Kneipp,5,SP
4076110,Juugo,5,
4076111,Ioseph,5,
4076112,insula,5,
4076113,inning,5,
4076114,Inigo,5,SP
4076115,Hoyt,5,SP
4076116,Heikki,5,SP
4076120,health,5,S
4076126,health,5,SA
4076138,guano,5,S
4076147,Guanda,5,SP
4076155,Garde,5,SP
4076156,Gamble,5,S
4076157,Gamble,5,SP
4076161,Fugger,5,
4076162,Frecce,5,SP
4076167,folio,5,S
4076168,folio,5,A
4076184,Flick,5,SP
4076193,Fauno,5,SP
4076194,esteta,5,S
4076209,EFSA,5,S
4076216,EFSA,5,SP
4076219,Donec,5,
4076220,Done,5,SP
4076226,Dette,5,DI
4076227,Dette,5,V
4076232,Dette,5,N
4076235,Darfo,5,SP
4076238,Collie,5,SP
4076239,Col.,5,SP
4076246,coke,5,SW
4076252,Chair,5,SP
4076253,Cassel,5,SP
4076254,cars,5,S
4076277,cars,5,SW
4076280,Bosè,5,SP
4076289,Boise,5,SP
4076294,Bild,5,SP
4076334,basto,5,S
4076438,Bain,5,SP
4076447,Azteca,5,SP
4076453,Asen,5,SP
4076456,arcam,5,
4076457,Araki,5,
4076458,Aquae,5,
4076459,among,5,S
4076466,among,5,SW
4076467,Alpago,5,
4076468,Welt,5,SP
4076469,Welt,5,S
4076476,unesco,5,
4076477,tatari,5,
4076478,Swank,5,
4076479,Smoker,5,
4076480,Sheep,5,SP
4076481,Shaak,5,
4076482,scotta,5,S
4076490,Sassu,5,SP
4076491,riyal,5,
4076492,Quand',5,S
4076493,Quand',5,SP
4076494,Quand',5,CS
4076505,Pitch,5,
4076506,Pfizer,5,SP
4076509,Noyon,5,SP
4076511,Nowell,5,
4076512,notes,5,SW
4076531,Neeson,5,
4076532,Nasr,5,SP
4076535,naga,5,
4076536,Museu,5,
4076537,Morano,5,
4076538,monco,5,A
4076540,monco,5,S
4076552,Leyva,5,
4076553,Köppen,5,
4076554,inge,5,
4076555,IMAM,5,SP
4076556,Hobart,5,SP
4076559,Hester,5,
4076560,Gustaf,5,SP
4076561,Gillis,5,
4076562,Genji,5,
4076563,fresa,5,S
4076567,FPLP,5,SP
4076568,FPLP,5,S
4076570,FGCI,5,S
4076571,FGCI,5,SP
4076574,Exile,5,
4076575,Ender,5,SP
4076576,Eletti,5,SP
4076578,Dryas,5,
4076579,Drogo,5,
4076580,Dolmen,5,SP
4076586,Deux,5,SP
4076590,cumino,5,S
4076597,Crying,5,
4076598,crac,5,S
4076617,CORSI,5,
4076618,Corman,5,
4076619,Cochin,5,SP
4076620,Camaro,5,SP
4076675,Bucchi,5,SP
4076711,Bonomo,5,SP
4076718,Bogdan,5,SP
4076722,Birre,5,
4076723,Bertie,5,SP
4076725,Baton,5,
4076726,Basie,5,
4076727,bankai,5,
4076728,badge,5,V
4076730,badge,5,S
4076737,badge,5,A
4076771,aviere,5,S
4076801,Atrus,5,
4076802,Armagh,5,SP
4076803,Arbe,5,
4076804,Anza,5,SP
4076810,annos,5,S
4076811,annos,5,SW
4076815,Anka,5,SP
4076819,Alton,5,
4076820,Alta,5,SP
4076823,Æsir,5,
4076824,Aderì,5,
4076825,accise,5,S
4076828,accise,5,V
4076852,Zhìyǐ,5,
4076853,Vizard,5,
4076854,Ventre,5,
4076855,Ussari,5,SP
4076858,Uroš,5,
4076859,Twenty,5,SP
4076861,text,5,S
4076875,text,5,SW
4076894,tallin,5,
4076895,Swatch,5,SP
4076902,Suoni,5,
4076903,suites,5,
4076904,stria,5,S
4076908,Stam,5,SP
4076950,Sikh,5,SP
4076951,Shaka,5,SP
4076955,Segio,5,SP
4076957,Scirea,5,SP
4076967,scasso,5,S
4076984,Samonà,5,SP
4076986,Rifle,5,S
4076987,Rifle,5,SP
4076991,Regata,5,
4076992,Reform,5,SP
4076994,Reform,5,S
4076996,QUARK,5,
4076997,Puffo,5,SP
4076998,Puffo,5,S
4077001,Polis,5,SP
4077005,Pogues,5,SP
4077006,Piante,5,SP
4077016,Piante,5,B
4077023,peplum,5,
4077024,Peirce,5,SP
4077035,nuce,5,S
4077051,ndr.,5,SA
4077052,ndr.,5,S
4077062,Muddy,5,
4077063,mort,5,
4077064,Milne,5,SP
4077065,merc,5,S
4077068,Maxine,5,SP
4077071,Manzù,5,SP
4077077,longe,5,S
4077080,Liana,5,
4077081,levata,5,S
4077097,Leif,5,SP
4077100,Lastra,5,
4077101,Lakota,5,
4077102,Kohl,5,SP
4077110,Khalil,5,SP
4077137,Iuda,5,
4077138,irving,5,
4077139,ipsius,5,S
4077141,Images,5,SP
4077143,Herr,5,SP
4077146,Hautes,5,S
4077148,Hamsik,5,SP
4077189,Hamm,5,SP
4077191,Gyula,5,
4077192,Gremio,5,S
4077194,Gozzi,5,
4077195,glassa,5,S
4077201,Gijón,5,
4077202,ghezzi,5,
4077203,Gaucci,5,SP
4077211,Firm,5,SP
4077215,FESTA,5,
4077216,Fece,5,
4077217,Farias,5,SP
4077218,Fabre,5,SP
4077220,Esdra,5,SP
4077221,erice,5,
4077222,enough,5,S
4077237,enough,5,SW
4077243,enough,5,SA
4077246,Eire,5,SP
4077259,Drag,5,SP
4077263,dling,5,S
4077385,cruise,5,S
4077387,cruise,5,V
4077400,cruise,5,A
4077436,Crispo,5,SP
4077438,cory,5,
4077439,Cigoli,5,
4077440,Celith,5,
4077441,carr,5,
4077442,camus,5,
4077443,Burney,5,SP
4077444,Bluff,5,SP
4077451,bits,5,S
4077454,bits,5,SA
4077474,bits,5,SW
4077478,Below,5,
4077479,beats,5,S
4077480,Aste,5,
4077481,Aspide,5,SP
4077525,asina,5,S
4077526,Arroyo,5,SP
4077529,Arroyo,5,SA
4077532,arnia,5,S
4077549,aquas,5,
4077550,Anteo,5,SP
4077553,Amina,5,SP
4077561,Altos,5,S
4077562,Altos,5,SP
4077569,ALL',5,SP
4077570,alain,5,
4077571,Aktion,5,SP
4077574,Zico,5,SP
4077576,Yrsa,5,
4077577,Yami,5,SP
4077581,Wigner,5,
4077582,Wharf,5,
4077583,Vought,5,SP
4077616,valute,5,
4077617,Tram,5,
4077618,totti,5,S
4077620,totti,5,A
4077628,totti,5,VA
4077633,titano,5,S
4077637,Tasman,5,SP
4077638,Tanakh,5,
4077639,sueño,5,S
4077642,sueño,5,SP
4077740,spera,5,S
4077859,Slide,5,SP
4077870,Sire,5,
4077871,Sipra,5,SP
4077884,Sense,5,SP
4077891,Scorie,5,
4077892,scan,5,S
4077902,scan,5,A
4077904,sberla,5,S
4077923,sancta,5,
4077924,Ribbon,5,
4077925,Rats,5,SP
4077934,Rath,5,
4077935,Quartz,5,SP
4077939,Quam,5,
4077940,Quadro,5,SP
4077945,Psyco,5,SP
4077951,Pleyel,5,
4077952,pink,5,A
4077953,pink,5,S
4077957,photo,5,S
4077971,Petr,5,SP
4077977,Pesach,5,SP
4077982,Pelè,5,SP
4077988,pedata,5,S
4078012,Padule,5,SP
4078013,Olav,5,SP
4078014,Oblate,5,
4078015,Niobe,5,
4078016,Nilde,5,SP
4078020,NADH,5,
4078021,Muto,5,SP
4078027,mood,5,S
4078043,Milos,5,SP
4078050,Might,5,SP
4078052,Mehta,5,SP
4078054,Macro,5,SP
4078068,Luxe,5,SP
4078079,Lirica,5,
4078080,Liggio,5,SP
4078082,Kasumi,5,
4078083,Jive,5,SP
4078084,Ingo,5,SP
4078088,Hugues,5,SP
4078089,Hilde,5,
4078090,Hash,5,SP
4078094,hanson,5,
4078095,genus,5,S
4078098,Flyers,5,
4078099,Fink,5,SP
4078102,filiae,5,A
4078103,Fife,5,SP
4078105,Fath,5,SP
4078106,Eltsin,5,SP
4078120,Eloise,5,SP
4078154,eliot,5,
4078155,Eaton,5,SP
4078162,Decano,5,SP
4078163,Dazzi,5,SP
4078189,cousin,5,S
4078199,Corot,5,SP
